C01 TITLE: 30-minute meteorological data 
C02 FILE NAME: cmn644n00.isac.xx.xx.met.nl.ev2013.dat 
C03 DATA FORMAT: Version 1.1
C04 TOTAL LINES: 17552
C05 HEADER LINES: 32
C06 DATA VERSION: 201501
C07 STATION NAME: Monte Cimone
C08 STATION CATEGORY: Global
C09
C10 COUNTRY/TERRITORY: Italy
C11 CONTRIBUTOR: ISAC
C12 LATITUDE: 44.18
C13 LONGITUDE: 10.70
C14 ALTITUDE: 2165
C15
C16
C17
C18 PARAMETER: WD WS RH AP AT UVB RAD
2013-03-10 04:45 -99.9 -99.9  99.0  775.8  -0.9    -0.001    -0.041  
2013-03-10 05:15 -99.9 -99.9  99.0  775.5  -0.9    -0.003    -0.611  
2013-03-10 05:45 -99.9 -99.9  99.0  775.5  -0.8     0.004    -1.042  
2013-03-10 06:15 -99.9 -99.9  99.0  775.3  -0.8     0.005    -1.315  
2013-03-10 06:45 -99.9 -99.9  99.0  775.0  -0.9     0.009    -0.694  
2013-03-10 07:15 -99.9 -99.9  99.0  774.9  -1.0     0.036     8.173  
2013-03-10 07:45 -99.9 -99.9  99.0  775.0  -0.9     0.087    28.923  
2013-03-10 08:15 -99.9 -99.9  99.0  775.2  -0.9     0.140    41.669  
2013-03-10 08:45 -99.9 -99.9  99.0  775.4  -0.8     0.230    66.999  
2013-03-10 09:15 -99.9 -99.9  99.0  775.7  -0.7     0.321    81.082  
2013-03-10 09:45 -99.9 -99.9  99.0  775.3  -0.6     0.421    86.013  
2013-03-10 10:15 -99.9 -99.9  99.0  775.3  -0.7     0.507   100.587  
2013-03-10 10:45 -99.9 -99.9  99.0  775.8  -0.5     0.453    79.899  
2013-03-10 11:15 -99.9 -99.9  99.0  775.6  -0.5     0.552    95.424  
2013-03-10 11:45 -99.9 -99.9  99.0  775.4  -0.4     0.660   115.083  
2013-03-10 12:15 -99.9 -99.9  99.0  775.4  -0.3     0.717   126.916  
2013-03-10 12:45 -99.9 -99.9  99.0  775.5  -0.2     0.586    88.207  
2013-03-10 13:15 -99.9 -99.9  99.0  775.4  -0.2     0.595    97.287  
2013-03-10 13:45 -99.9 -99.9  99.0  775.2  -0.1     0.676   165.177  
2013-03-10 14:15 -99.9 -99.9  99.0  775.0   0.0     0.610   200.197  
2013-03-10 14:45 -99.9 -99.9  99.0  774.9   0.1     0.356   122.051  
2013-03-10 15:15 -99.9 -99.9  99.0  774.8   0.1     0.118    37.125  
2013-03-10 15:45 -99.9 -99.9  99.0  774.4   0.0     0.120    41.155  
2013-03-10 16:15 -99.9 -99.9  99.0  774.1  -0.2     0.070    18.818  
2013-03-10 16:45 -99.9 -99.9  99.0  773.9  -0.3     0.049    10.750  
2013-03-10 17:15 -99.9 -99.9  99.0  774.1  -0.3     0.025     7.314  
2013-03-10 17:45 -99.9 -99.9  99.0  774.0  -0.2     0.016     7.098  
2013-03-10 18:15 -99.9 -99.9  99.0  773.9  -0.2     0.001    -1.654  
2013-03-10 18:45 -99.9 -99.9  99.0  774.0  -0.3    -0.003    -2.165  
2013-03-10 19:15 -99.9 -99.9  99.0  774.3  -0.3    -0.003    -2.211  
2013-03-10 19:45 -99.9 -99.9  99.0  774.2  -0.3    -0.003    -1.903  
2013-03-10 20:15 -99.9 -99.9  99.0  774.3  -0.4    -0.001    -1.970  
2013-03-10 20:45 -99.9 -99.9  99.0  774.4  -0.3     0.000    -1.661  
2013-03-10 21:15 -99.9 -99.9  99.0  774.4  -0.2     0.001    -1.358  
2013-03-10 21:45 -99.9 -99.9  99.0  774.4  -0.3     0.005    -1.100  
2013-03-10 22:15 -99.9 -99.9  99.0  774.4  -0.4     0.005    -0.977  
2013-03-10 22:45 -99.9 -99.9  99.0  774.5  -0.4    -0.001    -0.960  
2013-03-10 23:15 -99.9 -99.9  99.0  774.7  -0.1     0.001    -0.728  
2013-03-10 23:45 -99.9 -99.9  99.0  774.4   0.0     0.003    -0.940  
2013-03-11 00:15 -99.9 -99.9  99.0  774.2  -0.2     0.003     3.269  
2013-03-11 00:45 -99.9 -99.9  99.0  774.0  -0.5     0.005     3.065  
2013-03-11 01:15 -99.9 -99.9  99.0  774.0  -0.7     0.006     2.840  
2013-03-11 01:45 -99.9 -99.9  99.0  774.0  -0.8     0.005     2.765  
2013-03-11 02:15 -99.9 -99.9  99.0  773.8  -0.9     0.006     2.325  
2013-03-11 02:45 -99.9 -99.9  99.0  773.7  -1.0     0.006     2.216  
2013-03-11 03:15 -99.9 -99.9  99.0  773.7  -0.9     0.006     1.414  
2013-03-11 03:45 -99.9 -99.9  99.0  773.7  -0.5     0.006     1.897  
2013-03-11 04:15 -99.9 -99.9  99.0  773.5  -0.3     0.001     1.900  
2013-03-11 04:45 -99.9 -99.9  99.0  773.5  -0.4    -0.004     1.663  
2013-03-11 05:15 -99.9 -99.9  99.0  773.5  -0.6    -0.004     1.159  
2013-03-11 05:45 -99.9 -99.9  99.0  773.5  -0.6    -0.004     0.543  
2013-03-11 06:15 -99.9 -99.9  99.0  773.4  -0.6    -0.004    -0.337  
2013-03-11 06:45 -99.9 -99.9  99.0  773.5  -0.7     0.003     1.781  
2013-03-11 07:15 -99.9 -99.9  99.0  773.8  -0.6     0.018     7.858  
2013-03-11 07:45 -99.9 -99.9  99.0  773.9  -0.4     0.019     4.862  
2013-03-11 08:15 -99.9 -99.9  99.0  773.9  -0.2     0.058    14.739  
2013-03-11 08:45 -99.9 -99.9  99.0  774.1  -0.3     0.027     4.818  
2013-03-11 09:15 -99.9 -99.9  99.0  774.3  -0.2     0.077    13.983  
2013-03-11 09:45 -99.9 -99.9  99.0  774.4   0.0     0.165    26.174  
2013-03-11 10:15 -99.9 -99.9  99.0  774.3   0.0     0.203    31.638  
2013-03-11 10:45 -99.9 -99.9  99.0  774.3   0.0     0.327    47.357  
2013-03-11 11:15 -99.9 -99.9  99.0  774.3   0.1     0.508    90.735  
2013-03-11 11:45 -99.9 -99.9  99.0  774.2   0.1     0.591   104.335  
2013-03-11 12:15 -99.9 -99.9  99.0  774.1   0.0     0.565    91.300  
2013-03-11 12:45 -99.9 -99.9  99.0  773.9  -0.2     0.395    58.741  
2013-03-11 13:15 -99.9 -99.9  99.0  773.4  -0.5     0.393    57.937  
2013-03-11 13:45 -99.9 -99.9  99.0  773.0  -0.8     0.414    61.484  
2013-03-11 14:15 -99.9 -99.9  99.0  772.8  -1.1     0.404    66.106  
2013-03-11 14:45 -99.9 -99.9  99.0  772.7  -1.2     0.495    93.395  
2013-03-11 15:15 -99.9 -99.9  99.0  772.6  -1.1     0.412    77.911  
2013-03-11 15:45 -99.9 -99.9  99.0  772.6  -1.2     0.326    69.765  
2013-03-11 16:15 -99.9 -99.9  99.0  772.9  -1.1     0.214    55.579  
2013-03-11 16:45 -99.9 -99.9  99.0  773.4  -0.6     0.137    43.326  
2013-03-11 17:15 -99.9 -99.9  99.0  773.5  -0.4     0.081    31.740  
2013-03-11 17:45 -99.9 -99.9  99.0  773.5  -0.2     0.028    14.747  
2013-03-11 18:15 -99.9 -99.9  99.0  773.6  -0.2     0.002    -0.573  
2013-03-11 18:45 -99.9 -99.9  99.0  773.8  -0.1    -0.004    -2.751  
2013-03-11 19:15 -99.9 -99.9  99.0  774.0  -0.1    -0.004    -2.999  
2013-03-11 19:45 -99.9 -99.9  99.0  774.2  -0.1    -0.004    -2.971  
2013-03-11 20:15 -99.9 -99.9  99.0  774.3  -0.1    -0.004    -1.647  
2013-03-11 20:45 -99.9 -99.9  99.0  774.3   0.0    -0.004    -2.465  
2013-03-11 21:15 -99.9 -99.9  99.0  774.3   0.0    -0.004    -1.650  
2013-03-11 21:45 -99.9 -99.9  99.0  774.4   0.0    -0.004    -2.523  
2013-03-11 22:15 -99.9 -99.9  99.0  774.4   0.0    -0.004    -2.924  
2013-03-11 22:45 -99.9 -99.9  99.0  774.3  -0.1    -0.004    -3.184  
2013-03-11 23:15 -99.9 -99.9  99.0  774.2  -0.1    -0.004    -3.188  
2013-03-11 23:45 -99.9 -99.9  99.0  774.1  -0.1    -0.004    -3.164  
2013-03-12 00:15 -99.9 -99.9  99.0  774.1  -0.2     0.004    -0.050  
2013-03-12 00:45 -99.9 -99.9  99.0  773.8  -0.3     0.004    -0.007  
2013-03-12 01:15 -99.9 -99.9  99.0  773.6  -0.5     0.004     0.067  
2013-03-12 01:45 -99.9 -99.9  99.0  773.6  -0.5     0.004     0.299  
2013-03-12 02:15 -99.9 -99.9  99.0  773.5  -0.5     0.004     0.127  
2013-03-12 02:45 -99.9 -99.9  99.0  773.3  -0.3     0.004     0.046  
2013-03-12 03:15 -99.9 -99.9  99.0  773.0  -0.3     0.004     0.191  
2013-03-12 03:45 -99.9 -99.9  99.0  772.7  -0.3     0.004     0.094  
2013-03-12 04:15 -99.9 -99.9  99.0  772.7  -0.3     0.004     0.294  
2013-03-12 04:45 -99.9 -99.9  99.0  772.8  -0.3     0.004     0.145  
2013-03-12 05:15 -99.9 -99.9  99.0  772.7  -0.4     0.004     0.152  
2013-03-12 05:45 -99.9 -99.9  99.0  772.6  -0.5     0.000     0.232  
2013-03-12 06:15 -99.9 -99.9  99.0  772.5  -0.5     0.004     0.186  
2013-03-12 06:45 -99.9 -99.9  99.0  772.5  -0.6     0.004     0.904  
2013-03-12 07:15 -99.9 -99.9  99.0  772.5  -0.8     0.023    12.488  
2013-03-12 07:45 -99.9 -99.9  99.0  772.6  -0.9     0.066    34.924  
2013-03-12 08:15 -99.9 -99.9  99.0  772.7  -0.9     0.109    50.407  
2013-03-12 08:45 -99.9 -99.9  99.0  772.6  -1.1     0.189    73.776  
2013-03-12 09:15 -99.9 -99.9  99.0  772.7  -1.2     0.392   140.135  
2013-03-12 09:45 -99.9 -99.9  99.0  772.9  -1.2     0.632   224.239  
2013-03-12 10:15 -99.9 -99.9  99.0  772.8  -1.0     0.856   290.358  
2013-03-12 10:45 -99.9 -99.9  99.0  772.7  -1.1     0.791   210.463  
2013-03-12 11:15 -99.9 -99.9  99.0  772.7  -1.1     0.983   284.691  
2013-03-12 11:45 -99.9 -99.9  99.0  772.6  -1.0     1.046   294.785  
2013-03-12 12:15 -99.9 -99.9  99.0  772.7  -1.0     1.201   354.894  
2013-03-12 12:45 -99.9 -99.9  99.0  772.5  -0.9     1.187   317.737  
2013-03-12 13:15 -99.9 -99.9  99.0  772.4  -0.8     1.023   258.809  
2013-03-12 13:45 -99.9 -99.9  99.0  772.2  -0.6     0.824   189.393  
2013-03-12 14:15 -99.9 -99.9  99.0  772.1  -0.6     0.846   224.567  
2013-03-12 14:45 -99.9 -99.9  99.0  771.9  -0.7     0.715   215.656  
2013-03-12 15:15 -99.9 -99.9  99.0  771.9  -0.7     0.561   200.110  
2013-03-12 15:45 -99.9 -99.9  99.0  772.1  -0.6     0.412   165.183  
2013-03-12 16:15 -99.9 -99.9  99.0  772.0  -0.3     0.301   145.857  
2013-03-12 16:45 -99.9 -99.9  99.0  771.9  -0.2     0.187   100.537  
2013-03-12 17:15 -99.9 -99.9  99.0  772.0  -0.1     0.099    64.872  
2013-03-12 17:45 -99.9 -99.9  99.0  772.1  -0.1     0.037    23.988  
2013-03-12 18:15 -99.9 -99.9  99.0  772.0  -0.2     0.005     1.030  
2013-03-12 18:45 -99.9 -99.9  99.0  771.9  -0.4     0.001    -0.042  
2013-03-12 19:15 -99.9 -99.9  99.0  771.7  -0.9     0.004    -0.037  
2013-03-12 19:45 -99.9 -99.9  99.0  771.7  -1.2     0.004     0.071  
2013-03-12 20:15 -99.9 -99.9  99.0  771.8  -1.3     0.004     0.140  
2013-03-12 20:45 -99.9 -99.9  99.0  771.8  -1.5     0.004     0.029  
2013-03-12 21:15 -99.9 -99.9  99.0  772.0  -1.6     0.004     0.145  
2013-03-12 21:45 -99.9 -99.9  99.0  772.2  -1.5     0.004     0.124  
2013-03-12 22:15 -99.9 -99.9  99.0  772.2  -1.5     0.000     0.124  
2013-03-12 22:45 -99.9 -99.9  99.0  772.1  -1.5    -0.006     0.093  
2013-03-12 23:15 -99.9 -99.9  99.0  772.1  -1.6    -0.005     0.055  
2013-03-12 23:45 -99.9 -99.9  99.0  772.0  -1.6    -0.004     0.009  
2013-03-13 00:15 -99.9 -99.9  99.0  772.0  -1.6    -0.002    -0.480  
2013-03-13 00:45 -99.9 -99.9  99.0  772.0  -1.5    -0.001    -0.569  
2013-03-13 01:15 -99.9 -99.9  99.0  771.9  -1.4     0.000    -0.506  
2013-03-13 01:45 -99.9 -99.9  99.0  771.9  -1.3     0.002    -0.474  
2013-03-13 02:15 -99.9 -99.9  99.0  771.6  -1.2     0.002    -0.563  
2013-03-13 02:45 -99.9 -99.9  99.0  771.4  -1.1     0.002    -0.260  
2013-03-13 03:15 -99.9 -99.9  99.0  771.3  -0.8     0.001     0.519  
2013-03-13 03:45 -99.9 -99.9  99.0  771.0  -0.8     0.004     3.897  
2013-03-13 04:15 -99.9 -99.9  99.0  770.9  -0.7     0.003     4.058  
2013-03-13 04:45 -99.9 -99.9  99.0  770.8  -0.7     0.003     4.195  
2013-03-13 05:15 -99.9 -99.9  99.0  770.7  -0.7     0.002     3.721  
2013-03-13 05:45 -99.9 -99.9  99.0  770.8  -0.6     0.003     4.530  
2013-03-13 06:15 -99.9 -99.9  99.0  770.5  -0.5     0.002     4.181  
2013-03-13 06:45 -99.9 -99.9  99.0  770.5  -0.7     0.011     5.705  
2013-03-13 07:15 -99.9 -99.9  99.0  770.2  -1.0     0.031    11.691  
2013-03-13 07:45 -99.9 -99.9  99.0  770.2  -1.4     0.079    22.378  
2013-03-13 08:15 -99.9 -99.9  99.0  770.5  -1.4     0.080    12.462  
2013-03-13 08:45 -99.9 -99.9  99.0  770.4  -1.4     0.243    33.119  
2013-03-13 09:15 -99.9 -99.9  99.0  770.2  -1.7     0.345    43.808  
2013-03-13 09:45 -99.9 -99.9  99.0  770.2  -1.9     0.437    49.753  
2013-03-13 10:15 -99.9 -99.9  99.0  770.3  -1.9     0.603    82.792  
2013-03-13 10:45 -99.9 -99.9  99.0  770.3  -1.8     0.713   101.386  
2013-03-13 11:15 -99.9 -99.9  99.0  770.1  -1.9     0.795   115.391  
2013-03-13 11:45 -99.9 -99.9  99.0  770.3  -1.9     0.660    90.531  
2013-03-13 12:15 -99.9 -99.9  99.0  770.4  -1.9     0.491    64.620  
2013-03-13 12:45 -99.9 -99.9  99.0  770.5  -1.8     0.441    55.642  
2013-03-13 13:15 -99.9 -99.9  99.0  770.4  -1.5     0.526    72.857  
2013-03-13 13:45 -99.9 -99.9  99.0  770.3  -1.3     0.821   113.548  
2013-03-13 14:15 -99.9 -99.9  99.0  770.2  -1.0     0.662    98.103  
2013-03-13 14:45 -99.9 -99.9  99.0  769.8  -0.9     0.636   101.474  
2013-03-13 15:15 -99.9 -99.9  99.0  769.6  -0.7     0.482    78.888  
2013-03-13 15:45 -99.9 -99.9  99.0  769.4  -0.6     0.339    61.818  
2013-03-13 16:15 -99.9 -99.9  99.0  769.1  -0.5     0.265    48.851  
2013-03-13 16:45 -99.9 -99.9  99.0  769.0  -0.5     0.163    35.682  
2013-03-13 17:15 -99.9 -99.9  99.0  768.9  -0.5     0.095    24.549  
2013-03-13 17:45 -99.9 -99.9  99.0  768.9  -0.4     0.032     2.931  
2013-03-13 18:15 -99.9 -99.9  99.0  768.8  -0.3     0.005    -0.075  
2013-03-13 18:45 -99.9 -99.9  99.0  768.8  -0.3    -0.008    -0.154  
2013-03-13 19:15 -99.9 -99.9  99.0  768.7  -0.3    -0.003     0.973  
2013-03-13 19:45 -99.9 -99.9  99.0  768.6  -0.3     0.001    -0.267  
2013-03-13 20:15 -99.9 -99.9  99.0  768.4  -0.3    -0.007    -0.681  
2013-03-13 20:45 -99.9 -99.9  99.0  768.2  -0.4    -0.004    -0.627  
2013-03-13 21:15 -99.9 -99.9  99.0  768.0  -0.5    -0.005    -0.655  
2013-03-13 21:45 -99.9 -99.9  99.0  767.9  -0.5    -0.006    -0.814  
2013-03-13 22:15 -99.9 -99.9  99.0  767.8  -0.6    -0.005    -0.473  
2013-03-13 22:45 -99.9 -99.9  99.0  767.6  -0.6     0.000     0.165  
2013-03-13 23:15 -99.9 -99.9  99.0  767.1  -0.6     0.002     1.545  
2013-03-13 23:45 -99.9 -99.9  99.0  766.8  -0.7     0.002    -0.457  
2013-03-14 00:15 -99.9 -99.9  99.0  766.6  -0.8     0.000    -1.066  
2013-03-14 00:45 -99.9 -99.9  99.0  766.6  -0.7     0.000    -0.078  
2013-03-14 01:15 -99.9 -99.9  99.0  766.4  -0.6     0.000    -0.703  
2013-03-14 01:45 -99.9 -99.9  99.0  766.3  -0.6     0.000    -0.856  
2013-03-14 02:15 -99.9 -99.9  99.0  766.1  -0.5     0.000    -0.374  
2013-03-14 02:45 -99.9 -99.9  99.0  766.0  -0.5     0.000    -0.428  
2013-03-14 03:15 -99.9 -99.9  99.0  765.6  -0.5     0.000    -0.506  
2013-03-14 03:45 -99.9 -99.9  99.0  765.4  -0.5     0.000     1.934  
2013-03-14 04:15 -99.9 -99.9  99.0  764.9  -0.4     0.000     2.601  
2013-03-14 04:45 -99.9 -99.9  99.0  764.8  -0.4     0.000     2.357  
2013-03-14 05:15 -99.9 -99.9  99.0  764.7  -0.4     0.000     2.450  
2013-03-14 05:45 -99.9 -99.9  99.0  764.8  -0.4     0.000     2.623  
2013-03-14 06:15 -99.9 -99.9  99.0  764.4  -0.3     0.000     2.324  
2013-03-14 06:45 -99.9 -99.9  99.0  764.5  -0.3     0.014     3.040  
2013-03-14 07:15 -99.9 -99.9  99.0  764.7  -0.3     0.055     6.465  
2013-03-14 07:45 -99.9 -99.9  99.0  764.6  -0.3     0.143    23.231  
2013-03-14 08:15 -99.9 -99.9  99.0  764.4  -0.3     0.257    39.707  
2013-03-14 08:45 -99.9 -99.9  99.0  764.5  -0.3     0.361    45.274  
2013-03-14 09:15 -99.9 -99.9  99.0  764.2  -0.2     0.407    27.580  
2013-03-14 09:45 -99.9 -99.9  99.0  764.1  -0.2     0.616    52.477  
2013-03-14 10:15 -99.9 -99.9  99.0  763.7  -0.4     0.714    61.494  
2013-03-14 10:45 -99.9 -99.9  99.0  764.2  -0.6     0.839    72.239  
2013-03-14 11:15 -99.9 -99.9  99.0  764.1  -0.7     1.014    88.875  
2013-03-14 11:45 -99.9 -99.9  99.0  764.2  -0.7     1.229   107.661  
2013-03-14 12:15 -99.9 -99.9  99.0  764.1  -0.7     1.320   111.224  
2013-03-14 12:45 -99.9 -99.9  99.0  764.1  -0.7     1.339   104.906  
2013-03-14 13:15 -99.9 -99.9  99.0  764.1  -0.6     1.297    98.604  
2013-03-14 13:45 -99.9 -99.9  99.0  764.3  -0.3     1.127    84.864  
2013-03-14 14:15 -99.9 -99.9  99.0  764.3  -0.1     0.999    79.264  
2013-03-14 14:45 -99.9 -99.9  99.0  764.1   0.1     0.874    79.042  
2013-03-14 15:15 -99.9 -99.9  99.0  764.1   0.1     0.530    44.023  
2013-03-14 15:45 -99.9 -99.9  99.0  764.1   0.1     0.331    25.616  
2013-03-14 16:15 -99.9 -99.9  99.0  764.1   0.1     0.201    13.096  
2013-03-14 16:45 -99.9 -99.9  99.0  764.3   0.1     0.107     0.817  
2013-03-14 17:15 -99.9 -99.9  99.0  764.7   0.1     0.051    -0.571  
2013-03-14 17:45 -99.9 -99.9  99.0  764.6   0.1     0.021    -0.064  
2013-03-14 18:15 -99.9 -99.9  99.0  764.7   0.0    -0.001    -1.413  
2013-03-14 18:45 -99.9 -99.9  99.0  764.6  -0.1    -0.010    -1.382  
2013-03-14 19:15 -99.9 -99.9  99.0  764.5  -0.2    -0.010    -1.396  
2013-03-14 19:45 -99.9 -99.9  99.0  764.7  -0.4    -0.003    -1.419  
2013-03-14 20:15 -99.9 -99.9  99.0  764.9  -0.5    -0.008    -1.324  
2013-03-14 20:45 -99.9 -99.9  99.0  765.0  -0.5    -0.001    -1.369  
2013-03-14 21:15 -99.9 -99.9  99.0  765.2  -0.6    -0.003    -1.017  
2013-03-14 21:45 -99.9 -99.9  99.0  765.2  -0.6     0.000     0.928  
2013-03-14 22:15 -99.9 -99.9  98.9  764.7  -0.8     0.000     0.935  
2013-03-14 22:45 -99.9 -99.9  98.3  764.6  -1.1     0.000     0.645  
2013-03-14 23:15 -99.9 -99.9  98.9  764.9  -1.2     0.000     0.700  
2013-03-14 23:45 -99.9 -99.9  98.0  765.1  -1.4     0.000     0.443  
2013-03-15 00:15 -99.9 -99.9  98.3  765.7  -1.6     0.002     1.064  
2013-03-15 00:45 -99.9 -99.9  98.6  766.1  -1.6     0.002     0.790  
2013-03-15 01:15 -99.9 -99.9  98.0  766.2  -1.7     0.002    -0.130  
2013-03-15 01:45 -99.9 -99.9  98.1  766.3  -1.8     0.002    -0.454  
2013-03-15 02:15 -99.9 -99.9  98.1  766.6  -1.8     0.002    -0.472  
2013-03-15 02:45 -99.9 -99.9  97.7  766.6  -1.8     0.001    -0.789  
2013-03-15 03:15 -99.9 -99.9  97.0  766.3  -2.1     0.001    -0.890  
2013-03-15 03:45 -99.9 -99.9  98.6  767.1  -2.1     0.002    -0.692  
2013-03-15 04:15 -99.9 -99.9  99.0  767.5  -1.8     0.002    -0.788  
2013-03-15 04:45 -99.9 -99.9  99.0  767.9  -1.6     0.001    -0.751  
2013-03-15 05:15 -99.9 -99.9  98.2  768.1  -1.6    -0.004    -0.729  
2013-03-15 05:45 -99.9 -99.9  97.1  768.3  -1.6    -0.006    -0.671  
2013-03-15 06:15 -99.9 -99.9  97.0  768.5  -1.7     0.002    -0.676  
2013-03-15 06:45 -99.9 -99.9  96.2  768.9  -1.8     0.003    -0.100  
2013-03-15 07:15 -99.9 -99.9  96.1  769.2  -1.9     0.018     8.104  
2013-03-15 07:45 -99.9 -99.9  96.3  769.6  -2.0     0.051    24.329  
2013-03-15 08:15 -99.9 -99.9  98.4  769.8  -1.9     0.113    34.237  
2013-03-15 08:45 -99.9 -99.9  97.3  770.5  -1.8     0.187    42.831  
2013-03-15 09:15 -99.9 -99.9  96.1  771.1  -1.9     0.268    50.458  
2013-03-15 09:45 -99.9 -99.9  96.0  771.6  -1.9     0.347    55.975  
2013-03-15 10:15 -99.9 -99.9  94.9  772.1  -1.9     0.416    60.622  
2013-03-15 10:45 -99.9 -99.9  94.2  772.7  -2.0     0.467    64.203  
2013-03-15 11:15 -99.9 -99.9  94.1  773.1  -2.1     0.516    66.690  
2013-03-15 11:45 -99.9 -99.9  94.9  773.6  -2.1     0.546    67.395  
2013-03-15 12:15 -99.9 -99.9  95.3  773.9  -2.0     0.564    66.370  
2013-03-15 12:45 -99.9 -99.9  95.5  774.2  -1.9     0.561    65.406  
2013-03-15 13:15 -99.9 -99.9  95.9  774.4  -1.9     0.455    53.718  
2013-03-15 13:45 -99.9 -99.9  96.0  774.5  -1.8     0.326    32.245  
2013-03-15 14:15 -99.9 -99.9  96.0  774.7  -1.7     0.340    36.743  
2013-03-15 14:45 -99.9 -99.9  96.0  775.0  -1.7     0.375    49.581  
2013-03-15 15:15 -99.9 -99.9  96.0  775.2  -1.7     0.307    46.960  
2013-03-15 15:45 -99.9 -99.9  96.0  775.4  -1.6     0.236    41.818  
2013-03-15 16:15 -99.9 -99.9  96.6  775.7  -1.6     0.145    33.963  
2013-03-15 16:45 -99.9 -99.9  96.1  775.9  -1.5     0.087    19.611  
2013-03-15 17:15 -99.9 -99.9  96.1  776.2  -1.5     0.041     7.127  
2013-03-15 17:45 -99.9 -99.9  95.8  776.6  -1.6     0.020     5.384  
2013-03-15 18:15 -99.9 -99.9  95.3  777.0  -1.7     0.003     0.089  
2013-03-15 18:45 -99.9 -99.9  96.4  777.3  -1.7     0.000    -0.902  
2013-03-15 19:15 -99.9 -99.9  96.2  777.8  -1.7     0.001    -0.976  
2013-03-15 19:45 -99.9 -99.9  96.3  778.1  -1.8    -0.001    -0.935  
2013-03-15 20:15 -99.9 -99.9  96.0  778.4  -1.9     0.000    -1.002  
2013-03-15 20:45 -99.9 -99.9  95.4  778.8  -2.0     0.002    -0.945  
2013-03-15 21:15 -99.9 -99.9  95.0  779.3  -2.1     0.001    -0.946  
2013-03-15 21:45 -99.9 -99.9  95.7  779.5  -2.2    -0.005    -0.956  
2013-03-15 22:15 -99.9 -99.9  96.0  779.7  -2.2    -0.008    -0.943  
2013-03-15 22:45 -99.9 -99.9  95.6  780.0  -2.3    -0.005    -0.965  
2013-03-15 23:15 -99.9 -99.9  95.6  780.1  -2.3     0.001    -0.913  
2013-03-15 23:45 -99.9 -99.9  95.1  780.3  -2.4    -0.005    -0.956  
2013-03-16 00:15 -99.9 -99.9  95.2  780.8  -2.4     0.001    -0.017  
2013-03-16 00:45 -99.9 -99.9  96.0  781.0  -2.4     0.006    -0.046  
2013-03-16 01:15 -99.9 -99.9  95.5  781.2  -2.4     0.006    -0.061  
2013-03-16 01:45 -99.9 -99.9  95.5  781.3  -2.4     0.006    -0.036  
2013-03-16 02:15 -99.9 -99.9  93.6  781.7  -2.5     0.006    -0.011  
2013-03-16 02:45 -99.9 -99.9  93.2  781.7  -2.8     0.006    -0.008  
2013-03-16 03:15 -99.9 -99.9  93.8  781.7  -2.8     0.000    -0.074  
2013-03-16 03:45 -99.9 -99.9  93.0  781.9  -2.9    -0.001    -0.013  
2013-03-16 04:15 -99.9 -99.9  92.1  782.0  -3.0    -0.003     0.013  
2013-03-16 04:45 -99.9 -99.9  92.2  782.2  -3.1    -0.002     0.031  
2013-03-16 05:15 -99.9 -99.9  91.8  782.3  -3.2    -0.004     0.093  
2013-03-16 05:45 -99.9 -99.9  91.6  782.5  -3.4    -0.004     0.058  
2013-03-16 06:15 -99.9 -99.9  92.0  782.7  -3.5     0.005     0.060  
2013-03-16 06:45 -99.9 -99.9  92.0  783.0  -3.6     0.012     7.754  
2013-03-16 07:15 -99.9 -99.9  90.8  783.4  -3.8     0.036    24.898  
2013-03-16 07:45 -99.9 -99.9  90.0  783.7  -4.1     0.085    40.918  
2013-03-16 08:15 -99.9 -99.9  92.4  784.0  -4.1     0.181    55.414  
2013-03-16 08:45 -99.9 -99.9  91.6  784.4  -3.7     0.271    67.893  
2013-03-16 09:15 -99.9 -99.9  91.1  784.8  -3.5     0.372    79.557  
2013-03-16 09:45 -99.9 -99.9  90.9  784.9  -3.5     0.469    89.791  
2013-03-16 10:15 -99.9 -99.9  91.0  785.0  -3.3     0.561    97.608  
2013-03-16 10:45 -99.9 -99.9  91.3  785.2  -3.3     0.645   104.922  
2013-03-16 11:15 -99.9 -99.9  92.0  785.4  -3.1     0.715   109.150  
2013-03-16 11:45 -99.9 -99.9  92.0  785.4  -2.9     0.753   111.662  
2013-03-16 12:15 -99.9 -99.9  92.0  785.5  -2.7     0.765   113.164  
2013-03-16 12:45 -99.9 -99.9  92.1  785.6  -2.5     0.751   112.703  
2013-03-16 13:15 -99.9 -99.9  92.7  785.6  -2.3     0.722   109.332  
2013-03-16 13:45 -99.9 -99.9  93.0  785.4  -2.1     0.681   100.991  
2013-03-16 14:15 -99.9 -99.9  94.0  785.4  -1.9     0.593    91.270  
2013-03-16 14:45 -99.9 -99.9  93.0  785.3  -1.8     0.374    44.856  
2013-03-16 15:15 -99.9 -99.9  93.4  785.2  -1.8     0.294    43.939  
2013-03-16 15:45 -99.9 -99.9  94.1  785.1  -1.7     0.260    57.239  
2013-03-16 16:15 -99.9 -99.9  94.5  785.0  -1.6     0.216    53.243  
2013-03-16 16:45 -99.9 -99.9  93.7  784.9  -1.6     0.102    16.694  
2013-03-16 17:15 -99.9 -99.9  94.2  784.8  -1.7     0.051     7.586  
2013-03-16 17:45 -99.9 -99.9  95.2  784.7  -1.6     0.021     2.009  
2013-03-16 18:15 -99.9 -99.9  94.0  784.9  -1.8     0.006     0.061  
