season,hour,mean,count,std,sem,ci95
Autumn,0,5.467840846473631,24649,2.067052837776381,0.013165941641887778,0.0258060386709505
Spring,0,4.599176533477335,21533,1.5226304826428354,0.01037629355395082,0.02033830492194363
Summer,0,7.906215255669866,26837,1.9282011921645361,0.011770241235134857,0.023070289431998313
Winter,0,3.09224295083522,20223,1.1704011477687724,0.008230229545467453,0.01613191905021343
